,Short,Long,Rating
1857,Waste of money!,"Very bad quality , after 10 days one side of earphones was broken .IAM very disappointed with this product.
So, please don't buy this product",1
1858,Horrible,Bought this earphones 2months before and earphones are now uselesss.... Waste of money for me..... One side is not working at all.... Don't buy this products,1
1859,Terrible product,"After use of seven days one ear budd is not working ,,,",1
1860,Did not meet expectations,After 2 months mic failed to work and for raising the complaint customer support also not working..,1
1861,Unsatisfactory,worst product..stop working in 2 month.. utterly disappointed,1
1862,Absolute rubbish!,Less quality of wire... Stopped working within 3 months of purchase,1
1863,Utterly Disappointed,Prodact not good but difected itam very very bed flipkart and help center..😈😈😈,1
1864,Absolute rubbish!,Not working,1
1865,Worthless,Don't buy...very cheap product...,1
1866,Typical Chinese Product!,"I had ordered this product on 5th August 2020 and got it delivered on 9th August 2020, and Today 05 October 2020 left side of the earphone has stopped working, i.e., it worked only for two months. Although the company is Indian, it is manufactured in China and exported to India. So be careful to check the country of origin before purchasing.",1
1867,Unsatisfactory,"After using 2and half month one side speaker out...
Very very bad .!",1
1868,Did not meet expectations,Bass is not yet done...sound quality is poor...damaged product,1
1869,Hated it!,Worst product don t buy,1
1870,Terrible product,Mic was damaged waste product,1
1871,Absolute rubbish!,Very bed product. I purchased this product in July and after 2 monthes left side buds suddenly stopped working without any type of physical damage and warenty service of this brande is soo poor. Totally unsatisfied with this product.,1
1872,Unsatisfactory,The quality was avarage but this hedset will come 6 months after that didn't work one side after some days 2 sides also not working to claim waranty we to do a courier to them it's difficult to do this job. Please purchase recommend branded whuch has Service center near your area.,1
1873,Absolute rubbish!,Worst Chinese product. Sound becomes very much low after 2 months of use. I will never buy another Chinese product.,1
1874,Useless product,"This is a very poor quality earphone. I bought it at 384 rs, but after just 1 month of use the left side of it has stopped working. A cheap product",1
1875,Utterly Disappointed,"Product is not working in just 1 month, i am not able to connect it with my device. Worst product",1
1876,Very poor,There is no volume control,1
1877,Useless product,Worst headset mic is not working after 10 dyas,1
1878,Not recommended at all,God for watching videos,1
1879,Did not meet expectations,One side of earphone not working within 3 months,1
1880,Terrible product,Damaged within a week 😒 poor quality,1
1881,Worthless,One speaker not working just after 3months,1
1882,Don't waste your money,After 2 months its not working,1
1883,Very poor,"Only 2 month sound will be gone warranty is now not responsible for our mail
Pls don't purchase it
Fully unsatisfied.",1
1884,Worst experience ever!,Actually after one day of buying my earphone isn't working properly and there is lots of sound inequality between both of the earplugs (i.e left earplug and right earplug). Then I request to change the earphone but there's response from that group. so it's disgusting from my side.,1
1885,Worst experience ever!,Horrible sound,1
1886,Useless product,"Very bad experience, with in 20days item got damaged by itself.",1
1887,Waste of money!,Left side earphone is not working properly,1
1888,Worst experience ever!,"All are good but earphone buds are coming out after some days and When I'm listening songs,only music is coming but no song plays..
What's this.......",1
1889,Horrible,"One side of headset always emmit..to hear in both side the pin have set again then for few minutes it running well... to hear a 5 min song i have to set the pin more than 5 times..
It worst than a ordinary headsets..
My 350rs totally wasted",1
1890,Waste of money!,only one weak use this headphone mic not working proper.,1
1891,Terrible product,Damage within One month,1
1892,Absolute rubbish!,Total waste,1
1893,Worst experience ever!,I purchased on Feb 2020 but now right side is not working,1
1894,Worthless,This piece of junk stopped just after 5 days.. One earphone got totally stopped.. Nothing but a disappointment...,1
1895,Not recommended at all,Very bad head set not working in 4months speaker is not working,1
1896,Did not meet expectations,"Product is not compatible with Mi phones. Most of the times it will automatically come out of the sound jack. It is very bad using while calling. You have to keep pushing it in by one hand so that it's mic is used. If you just want to use it for listening music it's okay that too with lot of troubles, volume up and Downs. Seriously a must not buy product.",1
1897,Hated it!,I just brought this 3weeks ago....microphone doesn't work,1
1898,Did not meet expectations,Very bad product,1
1899,Don't waste your money,Audio not working only can hear music..,1
1900,"Warrest seller, fake seller boult",Ear buds same but wire is change show the app im return the item again send me same wire ear phones not good selling,1
1901,Did not meet expectations,Not a long life only one month working,1
1902,Waste of money!,Bad,1
1903,Very poor,Not as described,1
1904,Very poor,One side not working,1
1905,Worst experience ever!,"Quality good but problem this product connectivity and one side headphone not working,,, and complete not accept this product",1
1906,Hated it!,After 5 days the right side stopped working .the sound quality was also not to the mark.the built was ok,1
1907,Useless product,Very uncomfortable...,1
1908,Very poor,Very bad sound and bad quality,1
1909,Absolute rubbish!,"I got first copy earphones,quality is very bad. Next time I am not going to anything order from Flipkart",1
1910,Worthless,"Very bad product, unable to fit in my ear.frequenyly, I have to force ear plugs into my ear.",1
1911,Absolute rubbish!,"This is an average earphone that does the job it is meant to do. However I'm an audiophile (I work in AIR). So I am used to listening to Seinnehier, jbl or Sony audio. The brand is boult which sounds eerily like boat of USA. There the similarity ends. Boat earphones are far superior, the bass is perfect even for very low frequency sounds and treble balance is calibrated in a way that does not pain your ears even at full volume.
Please note: If the audio quality is stereo or multi track recording, then this earphone will work fine. The problem arises if the audio quality is not up to the mark. Then this boult headphone is found wanting.
Edited after 15 days of mild use:
The earphone's one ear went dead and the volume on the other ear reduced drastically rendering it useless. I cannot return/replace it or repair it. So Rs. 350 plus gone down the drain. Reducing the star rating.",1
1912,Not recommended at all,Sound is not up to the mark,1
1913,Not recommended at all,I have bought this headset one month back. Right side got broken. Felt very bad.,1
1914,Hated it!,One side of it is not working,1
1915,Waste of money!,Ok,1
1916,Horrible,"Right side earphone is broken in just 3 months, waste of money",1
1917,Utterly Disappointed,It's a poor quality of headphone. Overall sound is good but headphone button is totally wrong work. It's not a perfect. I request to you don't buy this item. Maybe You face some technical issues.,1
1918,Unsatisfactory,West product useless,1
1919,Horrible,The ear phone not working properly... Rite side gone.... Only left works. raised a complaint with the manufacturer no response yet,1
1920,Hated it!,"VERY BAD product, within a month it get damaged .both the side audio is not playing .
the usage is very soft ..i claim warranty but no res ponce from company .even called flipkart till now no service ids provided..",1
1921,Unsatisfactory,15days IN mic damage bad quality,1
1922,Useless product,Average,1
1923,Don't waste your money,dont buy it .bcoz my product some after days one speaker is not working,1
1924,Hated it!,very bad,1
1925,Useless product,not good product sound quality not good for watch movies,1
1926,Very poor,"1)Sound quality and design is average. 2) Wire is not soft
3) in this rate item is not good.",1
1927,Very poor,Damaged just 2 days after crossing 1 year,1
1928,Utterly Disappointed,Defferent earphone low quality,1
1929,Hated it!,after one month one side not working,1
1930,Decent product,Not worth,1
1931,Worst experience ever!,"👿👿👿Don't buy this bad product 👿👿👿
👿👿👿👿👿👿👿👿👿👿",1
1932,Did not meet expectations,Bad product,1
1933,Absolute rubbish!,Not good,1
1934,Horrible,Worst earphones ever recieved,1
1935,Don't waste your money,Waste products,1
1936,Waste of money!,totally waste of money... Doesn't even worked for 1 montg,1
1937,Hated it!,"Built quality very bad
Dont buy",1
1938,Very poor,Waste bad quality,1
1939,Hated it!,Bill quality not assured,1
1940,Very poor,"Within 1 month, right side stopped working.",1
1941,Did not meet expectations,"Worst earphones. Both the sides are working but volume is automatically changed, songs change and call gets disconnected on its own. Waste of money and peace.",1
1942,Terrible product,Worst,1
1943,Horrible,dont buy it,1
1944,Worthless,Product is super but it's not working properly minimum 2 mounts also company is not responding flipcart is handsup,1
1945,Horrible,It is a china product do not buy it please . #madeinchina,1
1946,Hated it!,Low quality,1
1947,Absolute rubbish!,"Any one don't buy this earphone bcz sound quality is poor
Honestly i give 0 star but option is not available",1
1948,Horrible,The worst kind is earphones. Everyone is requested not to buy these earphones. Its content is very poor. Its original cost is 50-60 rupees.,1
1949,Worst experience ever!,One side stop wrking before even a mnthh.,1
1950,Utterly Disappointed,Very very very worst,1
1951,Unsatisfactory,Pls guys dont buy as the sound quality not that good in a month it will break out.,1
1952,Worst experience ever!,"Worst experience for first time
Very disappointed
I don't have choice' to return it now...
They have just given the time of only one week...
Within in one week it's not working now..
Please don't buy",1
1953,Waste of money!,Not a good quality even it can't perfectly fit to ear properly dont buy go for other alternative...,1
1954,Worthless,The Mike stopped working within a week that too with minimum use and NO mishandling,1
1955,Unsatisfactory,Its just useless. Just buy Boat. Ignore this. Boat is Same price better experience. Sell it cheap and if its faulty nobody cares. But same as a price of boat and its faulty then one star is good.,1
1956,Horrible,This product abruptly changes the voice,1
1957,Did not meet expectations,Sound is awesome.. quality not good,1
1958,Don't waste your money,Bad product,1
1959,Not recommended at all,connectivity is very bad quality...,1
1960,Worst experience ever!,Not comfortable.,1
1961,Not recommended at all,"Very cheap built quality. Earpiece broken within one month, no service centres available, so I used feviquick to fix it. Hence warranty gone.",1
1962,Useless product,boat is best not boult,1
1963,Did not meet expectations,Sound quality not good and filpkart delivery also wrost.. 😈😈😈👿,1
1964,Very poor,"It is my first time with Boult,very bad experience.
Worst bass quality.
In this range boat is the best........
Don't buy it see the review....",1
1965,Not recommended at all,Very poor manufacturing quality.. earplugs are badly build..both earbuds broke within a duration of 60 days,1
1966,Unsatisfactory,Ears prblms garenty,1
1967,Don't waste your money,Waste I have buyed it only one earbud is only working,1
1968,Worthless,Mic is not working properly,1
1969,Hated it!,Sound was good but it was not same as pic ...... very disappointed,1
1970,Worthless,One side earphone no sound within 2 months time,1
1971,Not recommended at all,It was not working after 20 days. No body will response for the warranty.,1
1972,Unsatisfactory,Just after 2 months one side of earphone is not working .waste of money,1
1973,Very poor,Please don't be in trap of this product one side will stop working even less than in a month worst product very disappointed.,1
1974,Not recommended at all,It stopped working suddenly and the wire is expanding due to heat,1
1975,Absolute rubbish!,I'm not getting correct sound,1
1976,Waste of money!,"Don't buy if build quality is what you in to
Left one stopped working after a month highly disappointed
R.I.P 😞",1
1977,Hated it!,not upto expectations.. reviews are good.. but product is not upto mark in this price range..,1
1978,Horrible,"Please dont buy this it is my personel oppinion
Waste of money .after 1 month my hesdsets one side is not working. Any going to buy this please dont buy it
Boat headset is better than this.even cant sign up on there website only sign in option cant apply for any warranty its all fake .",1
1979,Waste of money!,15 days not completed..it's broken..build quality is very cheap,1
1980,Don't waste your money,Quality us very low... Not working properly,1
1981,Don't waste your money,One ear not able to hear sound. Poor quality,1
1982,Absolute rubbish!,"The sound quality of earphones is good. The earbuds are not good, it feels very heavy and using it for long hours can give u pain in ur ears. The earbuds doesn't fit nicely in the ears, it will frequently come out of your ears",1
1983,Terrible product,Mice working stopped in 8 days,1
1984,Very poor,2 month use year phone dead,1
1985,Not recommended at all,After using this 3 months... its left speaker stop working as the right one... I've to pull it in my ear again and again and then it starts to work but its sound quality is not bad,1
1986,Utterly Disappointed,"Couldn't sustain even a month,very weak structure.plug came out without heavy use",1
1987,Useless product,Its not good product...its working 2 months good..after 2 months its not detecting the phone...its very bad quality...,1
1988,Horrible,Bad product,1
1989,Absolute rubbish!,I really love this earphone but within 2 month its mic is not working properly and the earphones speaker also produce very low sound overall worst customer experience of boult service.,1
1990,Hated it!,One side of the earphone stopped working in 3months. The second side also stopped working after a few day. However I got a replacement on claiming the warranty.,1
1991,Utterly Disappointed,sound quality are not good and build material also,1
1992,Hated it!,I would say it work just fine but today it went berserk and right side piece won't work properly soo.. I could say it didn't even Run For year.... Still it's performance is good in this state....,1
1993,Don't waste your money,Don't buy go for other,1
1994,Unsatisfactory,Cheap quality than 100 rupees headphone,1
1995,Not recommended at all,Bad experience with this product... Mic not works after 2 days.,1
1996,Not recommended at all,"It's worst headset it's only worked Only 3 months ,, don't purchase",1
1997,Did not meet expectations,Very bad quality.... mike doesnot work properly nd the soud quality is also bad. Dont buy it,1
1998,Useless product,"Stopped working hardly in month!
I wasn't expecting much from this product but still a month seriously!",1
1999,Horrible,Worst! Didn't even work for a month and doesn't have warranty for atleast 6 months. Worst piece at this price. Very poor experience.,1
2000,Horrible,This is not a kevler reinforced cable as stated by company and ear but speaker broken within two months of usage very waste product.never buy Boult products.,1
2001,Hated it!,Within a month the earphone got defuncted...,1
2002,Utterly Disappointed,Working is very good but it does not have life more than 1 month,1
2003,Worthless,Stop working within one week.. guy's don't buy these products.. their warranty policy is also bad.,1
2004,Horrible,It has awesome looks but the right earbud stopped working after 1month of buying 😡.,1
2005,Unsatisfactory,Bass bekar,1
2006,Don't waste your money,All oky but i m not sadisfied....,1
2007,Terrible product,I ordered this a month ago and today it is not working. I can't hear anything and it had one year warranty. 😤😤😤,1
2008,Horrible,Good,1
2009,Don't waste your money,Automatically damaged in 15 days,1
2010,Hated it!,Don't waste money,1
2011,Very poor,"Product is up to mark,as h wish",1
2012,Unsatisfactory,Very bad,1
2013,Unsatisfactory,It started well. But after 1 month stopped working one side. Then after 10 days stopped other side as well. Do not BUY this product. Save your money,1
2014,Horrible,Don't buy this product. I m buying this before 2 month only. I m facing issues one side not working. Contact flipkart and Boult audio helpline anyone not responding so please don't buy this product,1
2015,Terrible product,The speaker has gone bad in just 15 days,1
2016,Don't waste your money,Not a good product... durability only 4-7months only... fastly brokened... quality is very poor.. waste of money.. don't buy this,1
2017,Very poor,This headphone not good,1
2018,Hated it!,Bad experiences,1
2019,Worst experience ever!,Super,1
2020,Absolute rubbish!,"Stop working after two week, don't buy this",1
2021,Hated it!,One side stopped working in 4 days and then the overall sound dropped in 10 days. Avoud,1
2022,Terrible product,Not worthy,1
2023,Absolute rubbish!,Though the sound quality is good but built quality is very bad and coming to warrant worst..i don't know why they fool the customer about one year replacement warranty.,1
2024,Worthless,Waste product not using 4 days 1 pot not working bad quality,1
2025,Did not meet expectations,"This product is amazing at this price and build quality is awesome totaly nice product.
Thanks Bault and flipcart for fast delivery",1
2026,Don't waste your money,"too much big in size, not comfortable in ear, its rubber plug is hard,",1
2027,Unsatisfactory,It's very bad it is good for only a single week after that it is toooo baddd,1
2028,Don't waste your money,"Worst product I have ever used ,20-25 days used then stopped working ...cheat company...👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻",1
2029,Did not meet expectations,"First time Worst experience in Flipkart ,first buy the earphones that was not original as shown in official site so replaced it again the same type of product got the product was not original",1
2030,Hated it!,Sound quality is too poor.,1
2031,Did not meet expectations,"Good delivery speed by Flipkart only one day delivery. After reviewed 1 month I suggest DO NOT BUY THIS PRODUCT. The sound quality now is very less, totally waste of mony.",1
2032,Don't waste your money,Bad product overall,1
2033,Waste of money!,I buyed this one and it stops working just after 1 month.. Worst product,1
2034,Useless product,One side was not working properly,1
2035,Waste of money!,Bad performance,1
2036,Unsatisfactory,"Cheap quality product
Over tangled
Low quality plastic and eartips",1
2037,Horrible,"Too worst ,i just use 6 month only ,worst product quality ,one side speaker not work...Don't recommend anyone...",1
2038,Absolute rubbish!,Worst Chinese good,1
2039,Very poor,Not comfortable,1
2040,Worst experience ever!,Worst product... intially it was good but its build quality is soo bad,1
2041,Terrible product,Wonderful,1
2042,Don't waste your money,Good bass quality,1
2043,Useless product,The quality of head phone is not good so I suggest you plz don't take this,1
2044,Worst experience ever!,Not god product,1
2045,Worst experience ever!,Ear phones are very delicate and were broken easily.,1
2046,Not recommended at all,After 1 month of usage one side of earphone has been stopped working so please try to get an alternate one in the same brand....,1
2047,Horrible,Its stopped working after a month,1
2048,Horrible,"Stopped Working within 3 months of usage.
1st right side stopped with in 2 months and then both sides",1
2049,Worst experience ever!,Stopped working within 20 days.,1
2050,Useless product,I PURCHASE THIS PRODUCT AND FROM THE DATE OF PURCHASE IT'S NOT WORKING AFTER 5 TO 6 MONTHS. I CHANGED THIS PRODUCT IN WARRANTY AND I PAID 50 RUPEES AGAIN TO COURIER CHARGES FOR PRODUCT SENT TO COMPANY ADDRESS AND AFTER 2 MONTHS AGAIN IT'S STOPPED TO WORK.,1
2051,Worthless,Connection at type c end gave way in 15 days,1
2052,Waste of money!,Worked fine for a month...after that the audio channel got messed up and only background audio is now audible...no external damage and still after just 1 month they are of no use...waste of money,1
2053,Utterly Disappointed,Not good,1
2054,Worthless,I just used the headphone for 13 days and already sound os not coming out of the left ear.,1
2055,Worst experience ever!,Connector is not fixed in my phone it's very loose,1
2056,Horrible,"Worst head set , right side not working just after 1 week",1
2057,Worst experience ever!,Soooo bad...just in 3 months if became useless as i cant talk using this earphone as the other person cant hear...they wrote 1 year warranty and now say we cant do anything..worse purchase...dont buy,1
2058,Waste of money!,Only 15days working,1
2059,Utterly Disappointed,Lite sound one side not work,1
2060,Waste of money!,No warranty no garranty.......if u ok now then u may go ahead,1
2061,Super!,Helpful product......,1
2062,Worthless,Nice sound,1
2063,Hated it!,"Very very cheap product, don't buy this 🤬",1
2064,Hated it!,Don't buy it it's very bad,1
2065,Useless product,"There are no volume control and also not available SIRI and GOOGLE voice control.
This product is laiebl for any star rating
Don't buy this product... Seller is cheat with customer...
What thay show and what they are sold",1
2066,Don't waste your money,not working after 2 months..,1
2067,Hated it!,its very bad product it's creates ear pain 😖😖😖😤😤,1
2068,Not recommended at all,"After 3 months use.. initially I found it to be okayish. but these are such bad ear phones Gradually turned to be waste of Money.

Never Buy.",1
2069,Useless product,Worst product comes with damaged and right side not hearing,1
2070,Utterly Disappointed,China made left bud broke open in a week,1
2071,Don't waste your money,Don't buy this headset,1
2072,Utterly Disappointed,Bad product,1
2073,Absolute rubbish!,ear plug quality is worse. replacement policy is strange. not suggesting to buy because ear plug will not work more than a month,1
2074,Not recommended at all,Within 2 months oneside of earphone not working... China ka maal,1
2075,Absolute rubbish!,Got earpain because of it,1
2076,Did not meet expectations,Too much waste. Its earpiece opened very quickly,1
2077,Very poor,Stopped working within 2 weeks,1
2078,Unsatisfactory,Osm 🔊sound quality....earphone picture colour same delivered thanks Flipkart🥰,1
2079,Unsatisfactory,Very bad product. gone one side within 6 months. Pls dont buy it.,1
2080,Don't waste your money,Design & look is average but sound clarity is very poor no base only stereo in the full volume getting average sound don't buy the product wate of money and time,1
2081,Worthless,Headset less middle how,1
2082,Not recommended at all,This product is not working properly don't bye this product. Don't waste your money,1
2083,Very poor,"Very poor quality. Waste of money.please don't buy.
Don't make people foolish such a product.",1
2084,Did not meet expectations,the microphone stoped working in 12 days. typical cheap quality Chinese product. never buy such chinese product.,1
2085,Don't waste your money,worst Chinese product ever..............,1
2086,Useless product,Average performance,1
2087,Hated it!,"Felt very bad, in 1 month one side speaker is gone",1
2088,Did not meet expectations,right side buds stop after a month. don't waste money. Even no guarantee. You just put your details for replacement no answer from the company,1
2089,Absolute rubbish!,Poor quality 😔,1
2090,Just okay,good quality,1
2091,Absolute rubbish!,Not good bass quality. Don't buy please,1
2092,Horrible,One side of the earphone stopped working,1
2093,Utterly Disappointed,Really great 👍 Extra bass & comfortable,1
2094,Useless product,"Packing is very worst.. Bec of worst packing, headset was damage..",1
2095,Don't waste your money,"PLEASE DO NOT BUY THIS!!
1. MADE IN CHINA
2. No Bass, very much ordinary
3. Not comfortable on ears.",1
2096,Did not meet expectations,Damaged product,1
2097,Hated it!,Don't buy this earphones the build quality is really very bad.i recently ordered it and now the right side earphone is not working at. all waste of money not even month it survived.,1
2098,Terrible product,Build quality is worst..it got broken in few days...,1
2099,Absolute rubbish!,Boycott China products,1
2100,Utterly Disappointed,Bad Products 15 Day's mai kharab,1
2101,Useless product,Nice but uncomfortable in ear.,1
2102,Don't waste your money,Not bad,1
2103,Waste of money!,just after one month of use one of the ear buds is not working,1
2104,Very poor,Don't pitches this atem 2 or e months later one side ear fone stopped the working,1
2105,Not recommended at all,Very bad product mine product damaged internally in a month,1
2106,Did not meet expectations,waste of money. I never see so worst earphones. made of chine. after 10 days creaking the voice.,1
2107,Worst experience ever!,Not satisfied with the product...i didn't expected this type of product frm Flipcart,1
2108,Useless product,Only loud sound...,1
2109,Unsatisfactory,Exactly after one month of purchase it is not working....😔😭,1
2110,Utterly Disappointed,"I can't understand why people are rating these so high. Bass is not proper bass, it's just sound of bass. Vocals sound very cheap, too much treble, cheap bass. Only positive thing is build quality and looks.
Believe me the roadside carts provide same quality headphones in 30 Rs.
This was the first time I moved from Xiaomi, and regretting it already.",1
2111,Don't waste your money,The product is very bad..Left side of my earphone is already gone bad and the other part is not able to listen it properly..I am dissatisfied with the product..Don't buy this product,1
2112,Waste of money!,Awesome product guys really awesome in this price range,1
2113,Unsatisfactory,Too bad don't buy any one,1
2114,Did not meet expectations,Most horrible product,1
2115,Unsatisfactory,One side stoped,1
2116,Waste of money!,Microphone is very very low specialy not suitable to talk with GF/bf.. and after 20 days still iam in a hope of probase sound. It does not deserve in this price range. Overall samsung basic headphone are better than this,1
2117,Absolute rubbish!,Never ever buy this product... it's completely waste of money...the product got broken within 10 days and when I claimed for warranty they have rejected with the reason that this is due to the physical damage...Not even one star for the design and build quality,1
2118,Waste of money!,Zero Durable last for one month,1
2119,Unsatisfactory,Guys start making products in India.,1
2120,Very poor,Wires are not standard,1
2121,Useless product,Ok ok,1
2122,Utterly Disappointed,Worked fine for first 5 months but then stopped working,1
2123,Worthless,After 2mounth it stop working. Ekdm bakvaaas hai,1
2124,Don't waste your money,Product quality ia bad,1
2125,Utterly Disappointed,All are good..but when I did go for recording songs on smile app. It's not working properly....,1
2126,Don't waste your money,They send very very bad and Even its cost less than rs 30,1
2127,Worthless,It's broken,1
2128,Worst experience ever!,"Stopped working after 7 months
After 6 months mic stopped working and now one side (mic side) stopped working :(((
I hate you boult ಥ╭╮ಥ",1
2129,Very poor,Worst product. Left side one is not working.,1
2130,Waste of money!,"Stop working after 1 week dont even think to buy this
Also first j thought these are made in India products bt these are made in china
So never buy this",1
2131,Worst experience ever!,one side ear bud stopped working after 2 months.,1
2132,Did not meet expectations,Very bad one side speaker very low,1
2133,Did not meet expectations,"Wire quality is pathetic, broken only after 1 week of average usage. Pathetic quality.
Never ever buy BOULT. Instead go for BOAT OR XIAOMI",1
2134,Worthless,"worst earphones ever
one side stopped working after 2 months of usage.",1
2135,Did not meet expectations,Osm,1
2136,Very poor,"Worse earphone that i bought
It is my first and last time to buy this company earphone",1
2137,Not recommended at all,"Sound is good bass is also good
But build quality is very cheap",1
2138,Very poor,Ear phone not working after 35 day... very poor quality no any buy,1
2139,Useless product,Mic don't work.,1
2140,Don't waste your money,Very bad,1
2141,Not recommended at all,Cheap quality product...don't buy it..,1
2142,Did not meet expectations,"Both Side Of Earphone Broked within 20 days after purchased , Sound Quality is also not up to the mark .

Over All waste product , Don't buy it .",1
2143,Very poor,Terrible product,1
2144,Hated it!,Really very weast,1
2145,Did not meet expectations,"Noise cancellation so poor , sound is disturbed",1
2146,Not recommended at all,worst product.,1
2147,Worst experience ever!,Disappointed,1
2148,Worst experience ever!,not satisfictory,1
2149,Absolute rubbish!,After one month it gona sound problem,1
2150,Worst experience ever!,Super,1
2151,Terrible product,Worst Product,1
2152,Absolute rubbish!,sound quality is not good. local quality headphone.,1
2153,Waste of money!,"Very bad....damage within a week
Sound quality is good
But there's is manufacturing defect",1
2154,Did not meet expectations,Awesome feeling,1
2155,Not recommended at all,"on the 12 th day of my use the mic stopped working and after connecting the earphone, my mobile's media volume/call volume is lowering from 100 to 0 on its own....not up to the mark...and there is no replacement...",1
2156,Utterly Disappointed,"Don't buy this very bad experience. One side of earphone doesn't working wihtin 2-3 month and the main problem is in replacement,customer care will not pick your call and you have to post the damaged earphone that is irritaing while other brand available to door to pick service within this price range. Don't go for it.",1
2157,Waste of money!,"Reviewing after 15 days,
Worst ever, one side not working.",1
2158,Unsatisfactory,It makes unbearable pain by its shape,1
2159,Very poor,"Sound issue , one side earphone suddenly stopped working after 2 month. there is unwanted noise while recording audio in microphones.",1
2160,Horrible,most 3rd class product! sound quality was rubbish and got damage in just 15 days.,1
2161,Utterly Disappointed,"Completely Dedicated to Music Only , No Volume Controls , Sound varies from time to time .If you u want to listen music it is good for it. No pause and play for video songs .",1
2162,Worst experience ever!,Very low quality... Earbuds fitting is very bad it comes out,1
2163,Waste of money!,"Rating 1 star, because it's chinese product...",1
2164,Utterly Disappointed,"Just okay,...... don't expect much from this product..!!",1
2165,Very poor,bad,1
2166,Did not meet expectations,The wire is not of braided cable. Misleading information mentioned in the specification of the product. Sound quality is awful. Bass is fading. Really disappointed ☹️,1
2167,Absolute rubbish!,Broken my hearphones,1
2168,Did not meet expectations,This was much below average quality,1
2169,Unsatisfactory,This earphone mic is not working properly,1
2170,Absolute rubbish!,"Don't buy this product , absolutely rubbish not working only after a month.",1
2171,Did not meet expectations,"It oneside speaker is not wirking after 2 month of purchasing , it have good quality of sound & bass but ,when one speaker is working ut worthless after one month it is soo bad & ## other thing is that this company donot have service centre so you can repaire from their
##di not purchase this
Instead of that u can purchas 1)jbl 2)mi
Thise brand doesn't provide service centre facility
That means doesn't have warranty it shows 1 year warranty but it isn't worthless
Sound is giid but not for long use it work for a few month of purchase",1
2172,Horrible,"Headphones Ear piece doesn't fit perfectly in ear, slip from ear, sound and bass super",1
2173,Worthless,Very bad,1
2174,Horrible,"My head phone is not working

What can I do

I have warranty.",1
2175,Worst experience ever!,Very bad product...damaged within 2 months..Flipkart service was good. But flipkart make my contact with the customer care of that company. I want replacement of this damaged product,1
2176,Worst experience ever!,after 7 days use is not working. and not return. help me,1
2177,Absolute rubbish!,Only one week sound was good & now have problems with sound /speakers not using,1
2178,Utterly Disappointed,"This is really fun. When i bought this was amazing but after 10 days it lost the control. After connect with phone it make automatically music ,google assistant on. It was so irritated.",1
2179,Worst experience ever!,"Within first week of the purchase and usage, the ear bud suddenly came out from its casing. It can actually fit in back and audio works good, hence can't be under warranty. So you will end up applying Fevi-Kwivk and join it, but eventually ur product falls out of warranty. Hence, I will suggest buy another product in similar range.

Great Design Poor Manufacturing",1
2180,Hated it!,very poor build quality very worst better then this buy boat or mi ear phns more better in same price,1
2181,Terrible product,Verry verry verry poor quality..1 month youse and 2 month this headphone no work.,1
2182,Absolute rubbish!,head phone one side not working worst product please take it return.,1
2183,Worthless,got a used defaulted product. the earphone is torn out and the colour is faded. disguisting product,1
2184,Terrible product,"Poor quality, every third month I hd to sent it to CC for poor quality , one side won't work aftr two month. I have sent it to Cc and evry day i do a mail to know when will i get it back they didn't reply even.",1
2185,Hated it!,Very bad,1
2186,Worthless,Damaged early.. loss of money.... but good audible,1
2187,Did not meet expectations,"Bad quality. Again, left side earbud stopped working after one month, even after replacement.",1
2188,Horrible,"For watching movies, listening songs the earphone is okay kind, but to attend online Skype or webex meetings, the earphones is not working.",1
2189,Waste of money!,No sound,1
2190,Horrible,Bad product,1
2191,Waste of money!,"One earbud stopped working after a few days
very bad product quality",1
2192,Utterly Disappointed,it is very horrible it is good for first three months after its not good,1
2193,Absolute rubbish!,Worst products,1
2194,Don't waste your money,Friends it's to old type bass like 1990 no clear music plz doesn't bye go to boat,1
2195,Worst experience ever!,This product is very bad. It stop working 10 days.,1
2196,Did not meet expectations,"Bad,after using 3 months,one side ear bud is not working,not getting support also",1
2197,Worst experience ever!,My experience was bad one speaker not work in only 10 days and no care on gurgaon area.,1
2198,Worst experience ever!,awesome product,1
2199,Don't waste your money,Horrible product please don't purchase it's waste of money and time no warranty on the product only showing and also quality is cheaper. I purchased in June and after one month problem occur in speakers and ask for warranty they only call far return back but after that you not receive back your products. in the name of warranty they return back product and money both. Customer can only mail or call but no response......,1
2200,Unsatisfactory,poor quality but sound is good,1
2201,Not recommended at all,Left side earphone broke after a month. Bad build quality. Sound is average at best.,1
2202,Terrible product,"Stopped working in one side after just one months
Poor quality",1
2203,Don't waste your money,Mic and call pick button not work,1
2204,Unsatisfactory,Very very bad,1
2205,Utterly Disappointed,I got a defective product..the switch button is not working..,1
2206,Utterly Disappointed,In 1 month it got broken buds came out,1
2207,Horrible,Bad,1
2208,Did not meet expectations,One side not hearing,1
2209,Utterly Disappointed,It's worst earphone I ever bought....it has poor sound quality...mi basic earphone has better than this or if you bought 50rs earphone that gives you better bass and sound....it's my review please don't get it,1
2210,Did not meet expectations,"The earbuds teared off after one week. Bad quality. Also while calling, the sound is not that clear as well as the mic is of poor quality (does not pickup the sound properly).",1
2211,Very poor,"This product is very bad it's not guarantee for 1 year it's only 2 or 3 month more., i got this product on march and it's collapse right & left side speakers., It's very wast of purchasing this product.....",1
