,Short,Long,Rating
401,Just okay,It's just good but tracking not so perfect,3
402,Just okay,"Not 10 day's battery life only 3 day's battery life
Hart rate sanser not frafact warking",3
403,Nice,Activities Some feature is good some not work properly,3
404,Does the job,Ok,3
405,Nice,Nine good quality,3
406,Does the job,"Calories Burned, Steps Taken, And The Distance Covered are Okay, but Heart Rate, Blood Oxygen Levels are not shows properly.
Look wise good.",3
407,Does the job,"Review after one week
Looks: Really nice, people will think its apple watch 😀
Battery lasted for one week with normal activities. Dint try running.
Accuracy : Walking steps, Heart beat alone
Moderate accuracy: SPO2
ZERO accuracy : Blood pressure values are totally wrong
App review: pathetic app i would say.. Each time you connect n update, watch gets rebooted with vibration. Values also getting changed n reupdated in app n watch.
Final verdict: buy only for it's looks. Other features are not great. You keep it as a digital watch with good battery life. Thats it.",3
408,Good,Mobile Connectivity Very Bad,3
409,Good,Good for the price range,3
410,Good,Screen size small,3
411,Decent product,Display size is small. Not good in that price,3
412,Good,"I m reviewing after 2months it works well,ther is no issue in this watch.",3
413,Nice,Call alert doesn't work properly..moreover need to open app frequently...,3
414,Does the job,Ok,3
415,Nice,Nine good quality,3
416,Does the job,"Calories Burned, Steps Taken, And The Distance Covered are Okay, but Heart Rate, Blood Oxygen Levels are not shows properly.
Look wise good.",3
417,Does the job,"Review after one week
Looks: Really nice, people will think its apple watch 😀
Battery lasted for one week with normal activities. Dint try running.
Accuracy : Walking steps, Heart beat alone
Moderate accuracy: SPO2
ZERO accuracy : Blood pressure values are totally wrong
App review: pathetic app i would say.. Each time you connect n update, watch gets rebooted with vibration. Values also getting changed n reupdated in app n watch.
Final verdict: buy only for it's looks. Other features are not great. You keep it as a digital watch with good battery life. Thats it.",3
418,Good,Mobile Connectivity Very Bad,3
419,Good,Good for the price range,3
420,Good,Screen size small,3
421,Decent product,Display size is small. Not good in that price,3
422,Good,"I m reviewing after 2months it works well,ther is no issue in this watch.",3
423,Nice,Call alert doesn't work properly..moreover need to open app frequently...,3
424,Nice,Not bad,3
425,Nice,Not bad,3
426,Does the job,"Sleep tracking is worst.
Not worth it for sleep tracking
Rest are good👍",3
427,Does the job,"Oxy meter, blood pressure shows in correct reading",3
428,Nice,"Good,",3
429,Good,Smart watch is good . But supporting app is not good . Every 5 min u have to sysnd it with app,3
430,Does the job,Not tht good,3
431,Fair,Nice,3
432,Nice,OK good product,3
433,Fair,"Small , good for kids",3
434,Just okay,Display could be better.,3
435,Fair,Most of results are not true.ie. spo2 measurement is not accurate and repeatable...blood pressure monitor is just pre set numbers which has no connection with reality when measured from bp machine result..almost pulse rate is accurate and reliable..,3
436,Good,Battery are not good as per mentioned max 4 to 5 days backup only wtup and sms notification on o2 are average,3
437,Nice,Nise,3
438,Does the job,it's a average watch,3
439,Nice,This is an OK product and features are not that great. Slightly disappointed,3
440,Does the job,"Whatsapp notification not supported, in two more boat watches",3
441,Just okay,not good with average design.,3
442,Nice,One line is blinking on display,3
443,Does the job,Not bad,3
444,Does the job,"Actually in photo it seems that the display is big in size but practically it is small .
The band quality is not soo good.
And the worst thing about this is the you can't directly connet your watch with bluetooth, first you'll have to download its third party app for connection.",3
445,Just okay,It's ok ok,3
446,Just okay,Very bad,3
447,Does the job,Boat watch is good but not excellent .,3
448,Nice,I doubt it's accuracy of results. It seems to be showing any random numbers in the defined range.,3
449,Good,Display is not good as expected..,3
450,Nice,Very Bad,3
451,Good,"Design and look are good but there are few points which disappoint the customer.
1. App is not upto expectation. No use of app.
2. Watch faces are very limited.
3. Activity tracker is not reliable",3
452,Decent product,Good,3
453,Just okay,"Bad display low battery life, not premium at all.",3
454,Decent product,it is value of money,3
455,Good,Display is small for me..but ok....my wrist is so wide.,3
456,Nice,Activities tracker is not much reliable,3
457,Fair,Please update for better,3
458,Just okay,All is good but if you wanna purchase this watch for features like bp monitor then u will upset.,3
459,Does the job,Average one,3
460,Nice,Nice,3
461,Nice,Very smart,3
462,Fair,Thank you.. Over all nice product...,3
463,Decent product,"Very small, not worth for the price",3
464,Good,Nice,3
465,Just okay,There is best products,3
466,Good,I loved it 💞,3
467,Does the job,"There are notification problem, I used one month but in that period two times i face this issue.

All settings are ok, but notifications are not getting in smartwatch.",3
468,Just okay,Battery backup is not good compared to other models.,3
469,Just okay,Watch Display many time not lighting for hand activity,3
470,Just okay,No accuracy in steps and other measurements,3
471,Nice,Average with this price but this product price 1999/- for best for my side view,3
472,Good,Display is good but accuracy is not is not correct. Also everyday it's got disconnected with mobile. I have to do synching to make connected with phone. Is it permanent problem or software issue... Need to work on it.,3
473,Fair,Watch is good but the app is worst watch gets disconnected very frequently hope the app developers will work to make app better,3
474,Decent product,Readings of all vitals are inaccurate,3
475,Nice,Good at this price range. Needed to be a bit accurate,3
476,Does the job,Blood pressure sensor not working properly,3
477,Good,BP and spo2 are not accurate...,3
478,Nice,Battery backup is very poor.,3
479,Nice,Love it,3
480,Just okay,It's BP measuring is not giving correct reading and O2 is also not showing constant value.,3
481,Nice,Good Product But Not The Best One... Value for Money if Less than 2k,3
482,Does the job,Screen is too small and tracking system is too slow... Not worth of money. . If we spend more 1 or 2k. Then we get with good feathers...,3
483,Decent product,Normal,3
484,Just okay,Small dial,3
485,Does the job,Nice product...👍,3
486,Good,"It's very stylish looking new era watch that provides you lots of option. I have used it from last 1 week and it's my honest review
1. Watch has a basic design with sturdy looking material. Glass provided on watch is easily scratched so be careful while using. Strap is good but not best also alternative strap is not provided in package.
2. Now the OS .... It's a simple looking and operated within 4 swaps up down right left OS nothing complicated in it. You can easily find all the utilities. There is 4 faces given in watch you can add from cloud or from your phone photos.
3. Sensor provided are good but not 1st class... Your o2 reading is always fluctuate and all the time it's either 95 or 99. Heart beat sensor is more accurate tallied with BP monitor. BP measurement is also near the accurate. Step tracker is good
4. App provided by boat in phone is not that great there is some issues like you have to sync it every time. Also heart rate display in app is not seen unless you take a live reading in watch. There is login issue also you have to login every single day in that app.

Over all its worth the money you spend but not that great",3
487,Does the job,Nice and cool product but disconnected with the phone on regular intervals.,3
488,Just okay,Okay watch at this cost,3
489,Nice,iPhone users please don't buy this watch. Their app sucks. The worst app I ever encountered. Watch works good. Data cannot be seen. Watch is worth for the money.,3
490,Decent product,modrate,3
491,Just okay,Good,3
492,Does the job,"Designe and build quality is Ok in this price range,
Battery and performance is also Ok,
Dont depend on its activity tracker!
It's worse activity tracker ever I have used.

You have call/WhatsApp alerts which which works as expected,
Again the Boat app is worst, was expected it may improve in any latest updates but nope, Highly disappointed.",3
493,Fair,"The product is ""OK"" for normal use . But if you are buying it to measure BP or oxygen saturation level the don't go for it . Must buy the proper measuring device. Overall it is good in comparison to other smart watches available in market at this range.",3
494,Just okay,Small dial,3
495,Does the job,Nice product...👍,3
496,Good,"It's very stylish looking new era watch that provides you lots of option. I have used it from last 1 week and it's my honest review
1. Watch has a basic design with sturdy looking material. Glass provided on watch is easily scratched so be careful while using. Strap is good but not best also alternative strap is not provided in package.
2. Now the OS .... It's a simple looking and operated within 4 swaps up down right left OS nothing complicated in it. You can easily find all the utilities. There is 4 faces given in watch you can add from cloud or from your phone photos.
3. Sensor provided are good but not 1st class... Your o2 reading is always fluctuate and all the time it's either 95 or 99. Heart beat sensor is more accurate tallied with BP monitor. BP measurement is also near the accurate. Step tracker is good
4. App provided by boat in phone is not that great there is some issues like you have to sync it every time. Also heart rate display in app is not seen unless you take a live reading in watch. There is login issue also you have to login every single day in that app.

Over all its worth the money you spend but not that great",3
497,Does the job,Nice and cool product but disconnected with the phone on regular intervals.,3
498,Just okay,Okay watch at this cost,3
499,Nice,iPhone users please don't buy this watch. Their app sucks. The worst app I ever encountered. Watch works good. Data cannot be seen. Watch is worth for the money.,3
500,Decent product,modrate,3
501,Just okay,Good,3
502,Does the job,"Designe and build quality is Ok in this price range,
Battery and performance is also Ok,
Dont depend on its activity tracker!
It's worse activity tracker ever I have used.

You have call/WhatsApp alerts which which works as expected,
Again the Boat app is worst, was expected it may improve in any latest updates but nope, Highly disappointed.",3
503,Fair,"The product is ""OK"" for normal use . But if you are buying it to measure BP or oxygen saturation level the don't go for it . Must buy the proper measuring device. Overall it is good in comparison to other smart watches available in market at this range.",3
504,Decent product,"Overall good product.
In same price segment other good products are available.
Belt of watch need to be strengthened.",3
505,Fair,Not able to access or operate easily. No local co ordination,3
506,Decent product,It's gud,3
507,Does the job,"Battery lasts for 5-6 days on normal usage.
Vital readings are pretty much accurate. Display OK type.
Dial size is a downside of the product, but at this price it's acceptable.
Overall good one, can go for it.",3
508,Good,"The product is good , but i am not able to connect with the features of sms, whats app / wallpaper. how should i get these features.",3
509,Nice,"Nice product, battery running long days, some drawbacks like only can see incoming call alert and reject, also can't answer. Not proper synchronized with app.",3
510,Good,Nice watch all features are basic with design and UI. I would suggest increase some amount for improved design and look and Good UI.,3
511,Nice,Expect time no one accuracy,3
512,Good,not as expected,3
513,Nice,"spO2 and blood pressure has not acuracy. If you check three times, the result comes different three times.",3
514,Fair,"The Price is too high and in that price there is no camera control, no cricket, badminton mode etc..and GPS .So, it's your choice to buy it😀",3
515,Fair,Ok,3
516,Just okay,"NOT A GOOD PRODUCT FROM BOAT, BP SENSORS ARE NOT ACCURATE, GIVE DIFFERENT READINGS IN SAME TIME ANF THOSE ALSO LOOKS NOT ACCURATE",3
517,Nice,It can't measure accurate distances. Spo2 function is average.,3
518,Fair,Good and comfortable,3
519,Fair,"Activity tracking is almost 0. All are showing false data. Blood pressure monitoring is worst, SPO2 is showing constant figure every time.

Apart from this, look, battery backup, value for money, everything is fine.",3
520,Nice,"Oximeter, heartbeat, BP not working properly...
It's very flexible...

Its use Only time and sports...",3
521,Good,Not bad not good,3
522,Does the job,Good,3
523,Decent product,Disappointed with Screen Size,3
524,Fair,Display size is small.. And spo2 value fluctuating sometimes..except this two things rest are good..,3
525,Decent product,"Sleep tracker and app is not good.
It always gets disconnected from phone.",3
526,Fair,"Everything is k with it except activity tracking, in d middle only it disconnects... Hampers d step counting....",3
527,Decent product,App is not working properly.,3
528,Fair,Oxygen level not a poorly.good quantity but not a best..,3
529,Just okay,Ok,3
530,Just okay,"Got it the price of 1799 in a sale, worthy of money activity tracking is very poor but in this price look &build quality is good.",3
531,Does the job,it's good.,3
532,Does the job,Often gets disconnected from the phone then u have to again sinc it. Bp accuracy is bad. Though it's a vfm deal.,3
533,Decent product,"The BP monitor was absolutely imperfect,,,,& when the sensors are wet in sweat,,,they shall give improper results,,,other than everything was fine",3
534,Decent product,Waste,3
535,Fair,Average,3
536,Fair,Good but display to small 🙏🏻,3
537,Just okay,Battery backup only 5to6 days,3
538,Fair,Watch is getting disconnected when a call picked up. From application needs to connect again. Watch looks wise super.,3
539,Nice,"Bluetooth coverage is not satisfied. It does not connect automatically. But other products like head set and speakers are automatically connected to phone.
Next updation not good",3
540,Fair,Plastic built quality but it's okay for just a activity tracker n all,3
541,Decent product,"Watch is good and battery backup super 7days come. But what's app, email , some others notification not worked....",3
542,Good,"You have to add more features like camera,full screen and calling option",3
543,Decent product,"Touch is not so captive ,or not smooth",3
544,Just okay,It's a simple and sober smart watch at a best price,3
545,Just okay,Best watch in this price,3
546,Does the job,BP monitoring not good. Don't know whether it's a toy or actual smart watch. But good product at 1999,3
547,Nice,Okok,3
548,Does the job,UI should be more user friendly..,3
549,Does the job,No.call receive and belt is simple.all over good,3
550,Fair,All the features are good except Bluetooth connectivity,3
551,Does the job,Just ok,3
552,Nice,Bluetooth not connected properly...boat progear app is very worst..plz update,3
553,Good,Gud,3
554,Fair,"Drawback
1.only 1.3 inch Display size
2.No Call taking facility
3.Low storage space for Dial Screen,screen saver
4.Dial screen Settings facility low",3
555,Good,"Not call attain option only cut option.
Not call dial pad...
Not key pad...
And not 2500 worth...

Good msg alert
WhatsApp messages
Instagram messages
Mobile normal messages
Google notification
And accept ra message alert for good.
But not reply option not keypad......",3
556,Nice,Spo2 and Bp and Heartbeats Shows wrongly ....Fully disappointed about activity tracking... remaining are good,3
557,Nice,"I hope only heart beat monitoring is somewhat accurate as I have crosschecked it manually. But step monitoring, bp and spo2 level monitoring is not at all good or I must say inaccurate. Even cycling activity measurement doesn't shows km. Although bought under an offer with 1800 bucks. Screen size is small. Writing this after using for almost a week.",3
558,Decent product,activitie tracker is not work properly And Bluetooth connectivity issues and progear App Version 8 I can't update,3
559,Just okay,Good,3
560,Fair,Price is not suitable for this watch. It should be around 1k.,3
561,Fair,Not bad,3
562,Nice,Best,3
563,Fair,All are good. Only connectivity issue. Dis connected with the mobile so often. Need to work on their app.,3
564,Good,According to price it is good product. Battery is not going 8 day but it depend on use. Look Wise it is good.,3
565,Fair,Better,3
566,Does the job,Little bit small like baby watch,3
567,Just okay,Not for medical purposes,3
568,Does the job,"Oxygen level , heart reading & BP all shows just approx value not actual .",3
569,Fair,"Design is ok but features are less with this price.
Working well no issue and delivery also on time and safe.",3
570,Good,Good design and look but not sure about the accuracy it shows about oxygen level heart rate and bp but worth it in 2k,3
571,Decent product,Call alert not work properly,3
572,Good,Good in 2000 price but not more than that,3
573,Nice,"Pros
1. Good Design
2. Good material
3. Premium feel
4. Enough Features
5. Water Resistant
6. Ease of use
Cons
1. Display size is too small
2. Basic screen.",3
574,Decent product,Design and battery backup is good. But dont show proper readings of Sp02 and BP.,3
575,Fair,Decent,3
576,Good,"This product is good but build quality is average
Specifications good but call notification problem",3
577,Does the job,Product is good if u need huge features then i recommended for chinies watch under 700,3
578,Fair,"Please don't consider this as an alternative to pulse oximeter, or hospital grade BP monitoring devices, it is inaccurate. Design is good. This should be considered only for very basic functions like call alerts and activity tracking like walking or jogging..",3
579,Just okay,Good but it is not good tracking and sensor are not working properly,3
580,Good,We've to download an application and you should not close that app,3
581,Fair,Good,3
582,Fair,good....,3
583,Decent product,"Belt quality is average. Battery runs long.
Flipkart delivery was fast.",3
584,Nice,"I Got it at a price range of 2500/- but not much impressed with its performance and features.

Display is very much smaller than the screen size provided. Touch is not so sensitive. Watch face variety is also very less.

So if you want to add a smart watch in your wardrobe only then you can go for it",3
585,Good,Good watch for kids above 10-11 years. Dial is too small for adults,3
586,Fair,"SOP2 , BP monitor has incorrect readings as I have matched them from actual devices , so yeah if someone's is looking for feature specific then not worth the purchase",3
587,Fair,Sensor is not working properly,3
588,Nice,Just good. Not so much likely thing. Firstly the watch got restarted everytime when syncing with the mobile app. But the problem got solved after firmware update. The watch faces are not at all up to the mark. Boat should improve ther watch faces,3
589,Nice,Actually it is a value for money product but one thing is that sometimes it is not displaying the msgs or calls you haveto reboot or re sync the system it should not be happen.else it is good for your money,3
590,Fair,Not worth the money,3
591,Good,"Was okay.....
But bluetooth connectivity is weak, it's disconnected automatically.",3
592,Does the job,Not as I expected,3
593,Decent product,Nice 👍,3
594,Nice,Batter quality..just for 2000 rupees. Good product.,3
595,Decent product,Best product . Thnx Flipkart,3
596,Does the job,"Display is not as expected, it looks like normal watch.",3
597,Just okay,"Readings of BP, oxygen level etc. always not correct. I bought this for health purpose but I can't rely on this watch for this purpose",3
598,Just okay,Connectivity is poor.sometimes blood pressure doesn't measure..,3
599,Good,Good,3
600,Nice,Super,3
601,Good,Spo2 reading not accurate.. remaing good..,3
602,Nice,Not worth for paid value,3
603,Nice,Good,3
604,Fair,good,3
605,Fair,Screen Display takes 1-2 Seconds. Display is also a little blur when to closely watch. Reading are to calculated on average basis.,3
606,Just okay,Not good product. Display was very small .No connecting bluetooth bad product.,3
607,Good,Blood Pressure don't relay on this it doesn't shows proper,3
608,Does the job,Good product,3
609,Good,Definitely big nooooo for fitness tracking....!!,3
610,Decent product,"Not much expected, waste of money. Activity tracking is very bad, don't waste money.",3
611,Good,Amazing,3
612,Good,Call and massage are not showing properly...,3
613,Decent product,It not gives correct readings .west of money .not purchase it.flipcart service is good.,3
614,Fair,"There is some improvement in latest firmware version V9.
Battery last for more than 10 days, if brightness is kept at the lowest.
Watch faces need to be added.
Temp display missing.",3
615,Nice,The product is good but I unable change the wallpaper from my iPhone to storm watch. Can I get replacement of this??,3
616,Does the job,"Battery backup poor, small display, no accuracy in o2, heart measure, tracking is not good. Flipkart delivery not satisfactory.",3
617,Fair,Call alert not working properly,3
618,Good,Add more features,3
619,Does the job,Good product,3
620,Nice,Good,3
621,Decent product,"1.Sometimes activity tracking does not get updated/ synchronized. So, actual activity cannot be tracked.
2. One most important option is missing.... BLOOD SUGAR LEVEL CHECK.
3. Firmware upgradation has an issue,though shown new version available but when tapped for upgradation... Does not work.....shows no internet, check connection",3
622,Fair,Very bad fuchas,3
623,Decent product,Grey one looks really classy. Oximeter and BP is not accurate. Dont rely on the rating.,3
624,Nice,Activity sensors should be more precise,3
625,Decent product,The battery backup is very low.. I need to charge it evey 4 hours,3
626,Just okay,"Expected full screen visibility but it is smaller than watch body.
Entire watch is not a screen as seen in pics.",3
627,Fair,Its good compare to value,3
628,Does the job,Nice watch,3
629,Does the job,"If u r buying it for oximeter and bp meter,, don't waste your money, not reliable at all in life threatening conditions, overall i hav got it foe 1999 , so was ok deal",3
630,Nice,Heart rate & spo2 all persons same only. Design and battery backup OK. Step count also wrong.,3
631,Fair,nyc,3
632,Nice,"Good but sensors are not accurate.
Bettery is good.
Sometime app not working proper.",3
633,Good,Good for use bt not too good,3
634,Good,Spo2 sencer not work.,3
635,Just okay,Above average product in this price range...,3
636,Decent product,Nice,3
637,Good,Nice,3
638,Does the job,The battery capacity was ok not adequate the Bluetooth connectivity is very worst for that we go for MI band it's much better than this and there is no more futuristic options it's just a normal band in high cost.my suggestion is for that you can wait and save your money you will buy a another brands with have a high features.,3
639,Fair,K good smart watch but notification are coming to slowly,3
640,Decent product,Good service by flip cart take app and update before use it,3
641,Good,Good,3
642,Just okay,SpO2 sensor is not accurate.,3
643,Just okay,Not good product.,3
644,Just okay,Nice,3
645,Nice,"Watch is good... It shows accurate everything (Oxygen level, Heart rate, Blood pressure) but it's application need to be improve. Auto-Connection of Smartwatch and application should be improve. If possible add design of clocks on self uploaded wallpaper 🙏🙏🙏",3
646,Does the job,The product is good but the strap Quality is not good..,3
647,Does the job,"Activity tracker including blood pressure and oxygen level are often found inaccurate .
Also the boat pro gear app doesn't work most of time .
Other than that
The watch looks good and is comfortable to wear.",3
648,Fair,Good watch,3
649,Nice,Other,3
650,Nice,"Good:
1. Display 2. Touch 3. Battery 4. Spo2/BP/Heart rate sensors

Can Improve:
1. The settings are lost every now and then, sync with device is problematic. Restarts watch several times.
2. Cycling activity counts calories, even if i m sitting in a chair.
3. Should have added at least Badminton activity apart from the 8 modes.

Okay for that price, can improve above aspects",3
651,Does the job,Just like,3
652,Nice,Good looking watch. Not satisfied with Display,3
653,Good,Ok,3
654,Does the job,Very low connecting issues and spo2 not accurately,3
655,Just okay,Good products,3
656,Does the job,Its okay,3
657,Decent product,Battery back is good,3
658,Nice,Average,3
659,Does the job,"Un expected. Good..
Value for Your Budget",3
660,Nice,Good,3
661,Good,I found everything good but activity tracking is not performing well,3
662,Nice,"Sensors are very average,non of the reading are consistent leave along BP.
Heart rate just ok ,Spo2 useless one time 80 second time 86 third time 96 or 98.
Steps ok but even you are walking at 100steps per mint it stops and comes out of walking mode saying 15secs of in activity.
I have seen people reported HR and Spo2 are compared with clinical std equipments and ok.",3
663,Fair,Nice watch?,3
664,Good,Need more modification in app and software . Very less and not upto date version are there . It can be better but need to modify ..... Sensers are not good for accurate measurement.,3
665,Decent product,Sync issues. Cannot properly track activities.,3
666,Fair,"But, There is no call attending and only we can reject the call",3
667,Decent product,"Don't go by the list of features of this watch, none of the feature i.e. sleep monitoring, Heart Rate, SPO2 and BP provides accurate readings-All readings are totally vague & false(maybe pre fetched, especially BP).

Go for it as a Toy",3
668,Nice,Ok,3
669,Blood Pressure monitoring is wrong.,"This watch have some issue in monitoring Blood Pressure. Out of 5, 4 times its showing the same value . ie 119/74 mm/hg. Anybody have this issue. I guess, its the same in other parameters too. OK Product. Not worth for 2499.",3
670,Fair,It was good...,3
671,Decent product,Good Bluetooth is slow,3
672,Decent product,So2 bp some time worng,3
673,Just okay,Every time SPO2 result varies.,3
674,Does the job,"Oximeter value is not accurate.
Only reference value displayed",3
675,Does the job,Its Okay.,3
676,Nice,"The watch faces Bluetooth connectivity problem, some times it shows the incoming calls and sometimes dosen't, it has to be paired again and again every day as it looses sync, good for O2 ,bp and heart rate observation better than pulse oximeter.",3
677,Fair,Screen size smaller than dail size,3
678,Does the job,Nice Smartwatch but gives incorrect result for the Blood pressure measure.Rest all good for this watch.,3
679,Decent product,Nice,3
680,Nice,"I like the watch except for some features.
The display size is very small. Thats disheartening.
And BP meter and oxymeter show wrong values almost everytime . If the apps don't work properly,, the company should look into it and upgrade it or sthng .. but the company did nothing..
Otherwise the watch is just fine. But then it doesn't make up the amount paid for this watch if the sensors are not proper.",3
681,Does the job,Everything is good but when u shake ur it counts steps only problem . others wise boathead,3
682,Nice,Good,3
683,Decent product,Battery is not good otherwise wtach is ok.... U can go for it,3
684,Just okay,Strap is too big,3
685,Fair,Activities is not show the original,3
686,Nice,"Looking great, value for money",3
687,Good,Connectivity not good,3
688,Just okay,just okay,3
689,Nice,Not satisfied with that product,3
690,Nice,Not as expected. Does not turn out to be as smart as shown in here,3
691,Nice,App canctivity is very poor and call or massage notification is no show in display,3
692,Just okay,Watvh is pretty good but screen size is very small iam not satisfied with screen remaing all are good and u have to improve the app also its very poor,3
693,Good,Good watch but software very bad ..some time disconnect bluetooth..,3
694,Decent product,I gave 3 star due to when i sync this device with my mobile after that i closed the app and then this device is disconnected. If you want to always connected with your mobile then you have to always open app in background in your phone that's why i gave 3 star and it would hacktic job for everyone to always open app in background in phone,3
695,Nice,"This watch is not good not bad , Screen size is pathetic as it seems like a baby watch , so small , activity tracker is most pathetic , as tracker does not have accuracy , Spo2 is sometimes 99% , sometimes 89% , only a good thing is heart beat , that is accurate , else watch is good for showing time , showing off and being cool, which is not my thing , Go for amazfit or noise 3 watch , don't waste your money on this seeing the price , give some good money and get good thing , the more sugar you'll add the more sweet it becomes , think about it",3
696,Nice,Sleeping monitor not working,3
697,Just okay,"scratch resistant - Noo!!!!!!
Bluetooth should be 5.0",3
698,Does the job,"Nice product
Value for money.
Good looking.",3
699,Just okay,Good,3
700,Just okay,"Value for money
Activity tracking very bad",3
701,Fair,Not bad,3
702,Just okay,Good looking and baat product,3
703,Does the job,Ok value for money...,3
704,Just okay,"Watch is good at this price range ,got the watch at 1766 during offer ..
Best in this price segment when compared with other
& all is need to improve is UI which is not up to the mark ..
But still happy...",3
705,Decent product,The activity tracker are not perfect,3
706,Decent product,"App notification feature is available only for few popular apps. Other than that, it's a decent smart watch.",3
707,Fair,"If you want this for time check then it is ok for you otherwise complete waste of money because
Spo2 measurements = wrong value
Blood pressure wrong value
Activities tracker wrong value
So i reccomond think before buy.",3
708,Just okay,Excellent💯,3
709,Does the job,"It's not at all a smart watch bcz it gives different readings every time, so its not at all reliable. Even music control and other functions r not working properly. If you just want a fancy look then u can go for it and 1 more thing display is very small so don't get confused by images.",3
710,Just okay,Supper,3
711,Fair,Ok for value for money in this budget segments.,3
712,Fair,"After using fr one week. I felt I can give 5 star if there is no connectivity problem. Always shoes not connected. Synchronising ... Every tym. We should check nd connect it.
Or else the product is good.",3
713,Does the job,Good,3
714,Does the job,Good,3
715,Just okay,Good,3
716,Good,Good looking value for money,3
717,Decent product,Good,3
718,Just okay,Satisfactory,3
719,Nice,Spo2 shows either 90 or 92 on first attempt and on rechecking it shows 99 for everyone which is not accurate when compared output with actual oxymeter. So I don't believe on it's sensor's genuinity.,3
720,Does the job,Nice,3
721,Nice,Nice,3
722,Fair,Value for money,3
723,Does the job,"Bluetooth problem, i got 1999 thats why worth to buy",3
724,Decent product,Watch strap could be better. Activity tracking is fine.,3
725,Good,Good.,3
726,Good,Simply good,3
727,Does the job,Battery is normal,3
728,Just okay,"Measurements of blood pressure is too variable its not authentic because I have cross checked from Mercury machine and from omron digital also...
Spo2 and heart rate is almost right",3
729,Fair,Ok,3
730,Fair,"Watch is perfect, does it job well however
Unsatisfactory service response ,
no genuine accessories available in online/ offline market , online market as well as boat website . Now what should I do with discharged watch. Pathetic . No one is there to resolve issue at service call centre .

Before purchasing be assured whether cable is available after market or not , because once mistaken your money goes.",3
731,Nice,Good watch to purchase.,3
732,Just okay,"Good one
Only cons are:
Battery
Activity tracking some some times issue
Pairing issue also",3
733,Fair,"A budget smart watch in all sense. Limited features and some of the features are not very accurate, instead those features like SpO2/BP monitor could have been avoided. Even though there are watch faces available on cloud, watch can hold only 6 watch faces at a time, 4 which comes by default, 1 customized (like a custom picture) and one cloud face, to change the cloud face it needs to be downloaded and synchronized from the app and the new face will replace the old one on the watch. Many functions has to be done on the app and not on watch, for instance if a new alarm has to be set it needs to be added from the app. So most of the features are app driven and cannot be done from the watch.",3
734,Just okay,"Thanks to Flipkart...The watch is working good and features also good...only disappointment, screen size is small...",3
735,Just okay,The music player system is not working properly otherwise it's good,3
736,Does the job,Watch is good but battery drains very fast after using some application,3
737,Does the job,"Product quality is good but Bluetooth & boat progear app connectivity very poor.
Pls improve app & app connectivity & improve dile face & fitness mode.",3
738,Good,good,3
739,Decent product,Good,3
740,Just okay,Not Bad,3
741,Good,It is good for under 2000.,3
742,Fair,Go for it..,3
743,Nice,Automatically reboot when open app.,3
744,Good,Average product,3
745,Decent product,"Satisfied with the delivery nice Strom became boat Boat
Feel
The
Sound
And






























Fit",3
746,Does the job,Overall Watch is nice. But Screen Size is too small. No Full-screen,3
747,Fair,Nice product but call receive no no system,3
748,Does the job,"Display size very small...
Display brightness worst...
Worst watch faces...
Straps quality good...
Battery quality good...
Side key very hard...",3
749,Nice,"watch design and display excellent. battery capacity i am not confirm because still i am using this watch since 1 day only.
i am facing some problems in this watch. if you want notification of call and app then pro gear app should be always open in your smartphone. and the second problem is when i am going to sync my watch with pro gear app it's say sync failed and my watch restart .
sensor also not working aqurate. if you check your blood pressure continue 5 times, it's result different.
i am going with 3 🌟 for this smart watch and i recommended if you have enough buget like 4 & 5k then not buy this watch. thank you",3
750,Good,Nice product,3
751,Good,"Its quite small then my expectations too much glitch disconnected every time and the app is consumed lots of battery of my phone. Watch faces are limited

Use it just as a watch other apps like spo2 sesor and all just use for recommendations not accurate and never trist step count.",3
752,Just okay,Its good,3
753,Decent product,Budget product,3
754,Decent product,"The watch looks good with a nice and bright screen. Many options for various sports, SpO2 , heart rate, steps etc are the main features. Call control, messages etc can be seen in the watch when paired with mobile.

Major drawbacks with the watch:
Everything needs a mobile phone to connect.
Even the alarm needs to be set through the app which makes it very frustrating. Sometimes the app does not connect with the watch!
Not many nice watch faces are available.
Realme watch with the same pricing has the feature to set the alarm from the watch itself.",3
755,Does the job,Spo2 should be continous.. So that person can get continous data,3
756,Does the job,Everything seems to be nice at first instance from display to battery back up to activity tracking it is easy to operate but music control needs to be upgrade and range is very less i mean just 5-7 metres they should have focused on little more range and everything else is wow ❤️ specially the fitting and water resistant,3
757,Does the job,"I bought this for activity tracking but spo2 readings are getting wrong. At one instance it shows 99 and another time it shows 92 so the readings are very very wrong in this.
Rest watch is looking good according to price",3
758,Just okay,Misleading reading of SpO2 and BP. Fluctuates a lot. Health wellness indicators are not reliable at all.,3
759,Good,Battery backup is poor,3
760,Nice,"Average, better check options",3
761,Good,Upto the mark. Diplay quality to be improved. Size of display is less than the size of screen.,3
762,Just okay,Iam sufficient for this watch,3
763,Just okay,Product is good but the magnetic buttons Of the watch get rusted after 20days of use...,3
