,Short,Long,Rating
322,Slightly disappointed,"Watch is good work but the associated app is worst, when we try to sync the watch with restart and sync with failed then all the data on the watch will gone",2
323,Could be way better,Very amezing watch.....thank u... Flipkart,2
324,Not good,Product quality is too disappointing.,2
325,Bad quality,"Not at all happy unable to off the watch, always buy branded item like honor apple amazefit",2
326,Expected a better product,"If you just want to show off a Smart watch, then go for it.
Pros:
1. Light weight
2. Accurate Heart Beat, Pulse and O2 levels
3. Many Cloud Faces
4. Good Build Quality

Cons:
1. Very Very Short Bluetooth Range (3 meters that too if no obstacles in between)
2. Notifications are very very short
3. No Fitness Syncing with Boat Pro App
4. Every time you sync with app, watch reboots with all settings reset (WORST EXPERIENCE)",2
327,Not good,Connectivity with phone is not good,2
328,Could be way better,"Serious connection issue with mobile app


Body temperature feature is missing",2
329,Moderate,"Average watch
Heart sensor is not accurate
Sp02 is worst
Overall good for showoff",2
330,Slightly disappointed,Design best performance slow,2
331,Not good,It's not good smartwatch,2
332,Slightly disappointed,"The data sync with I phone is not accurate. For example, I walk 7500 steps in the morning, shows ont he watch, when it syncs, it shows 2400 on the phone and then it shows the same number on the watch.",2
333,Bad quality,"Not a smart watch!!! Don't ever buy as as smart watch
Pros:
Size, fit, make quality is good
Accurate spo2 and pulse reading
Continuous heart rate monitoring

Cons:
Kills ur phone battery in no time
Worst ever mobile application I hv ever seen in life
No real time synchronisation, once disconnected from app everything gets reset
BP reading is not accurate
No features like call answer etc..

Activity tracking is OKkkk
Good to use as a pulseoxymeter that's it....",2
334,"need to rigorously test BP, Oxygen level sensor.","BP measuring part is not working , always showing almost same BP measurement for each person, rest is working fine. Smart watch not means to saw the time and some notification but must be work as per description shown in product details.",2
335,Not good,"It's like a toy watch , various problem.",2
336,Slightly disappointed,It's battery was good but blood pressure monitor is not telling write,2
337,Moderate,Not good for me,2
338,Not good,"Connectivity problem.
App.is not good",2
339,Not good,"The tracker doesn't shows real time results.
Most of the times I have observed that the step count I took and the step count the device has almost a descripancy of around 1500",2
340,Expected a better product,The readings are inaccurate. This is the best way to befool people.The brand name of Boat is compromised.Do not waste your money.,2
341,Slightly disappointed,"The product I recieved was buggy and showing steps in hand movements, the UI was not smooth either",2
342,Not good,Very poor Bluetooth connectivity... I m not happy,2
343,Not good,"The Dial is small.Feels like wearing kids watch.
Not suitable for man.",2
344,Not good,"Connect pbl and display very thin,call answering options not available just show,some time connect sometime disconnected option",2
345,Moderate,"Waste watch . There is no accurate reading of the BP, heart rate and other activities.
I checked with doctors device and this l. This one is showing wrong readings.
Waste of money",2
346,Bad quality,No Comments,2
347,Moderate,Not good for me,2
348,Not good,"Connectivity problem.
App.is not good",2
349,Not good,"The tracker doesn't shows real time results.
Most of the times I have observed that the step count I took and the step count the device has almost a descripancy of around 1500",2
350,Expected a better product,The readings are inaccurate. This is the best way to befool people.The brand name of Boat is compromised.Do not waste your money.,2
351,Slightly disappointed,"The product I recieved was buggy and showing steps in hand movements, the UI was not smooth either",2
352,Not good,Very poor Bluetooth connectivity... I m not happy,2
353,Not good,"The Dial is small.Feels like wearing kids watch.
Not suitable for man.",2
354,Not good,"Connect pbl and display very thin,call answering options not available just show,some time connect sometime disconnected option",2
355,Moderate,"Waste watch . There is no accurate reading of the BP, heart rate and other activities.
I checked with doctors device and this l. This one is showing wrong readings.
Waste of money",2
356,Bad quality,No Comments,2
357,Bad quality,Readings are not accurate. Sometimes the same reading is shown the whole day. Sleep data is the worst. App is very bad,2
358,Moderate,Connection problem is very bad,2
359,Bad quality,Belt are quite weak,2
360,Could be way better,Ok product not so very nice,2
361,Expected a better product,Not better product,2
362,Could be way better,Not bad,2
363,Moderate,Not get the watchfaces. This you can use only for watch.,2
364,Bad quality,Too much connection issue in watch....I connect this watch many times..but same problem again.....not showing alerts on watch even after connecting watch,2
365,Expected a better product,Not working properly so i returned it,2
366,Slightly disappointed,Bp not monitored well,2
367,Not good,Bluetooth connectivity issue is the there,2
368,Moderate,"This smart watch just for the name, poor quality.....",2
369,Could be way better,Connectivity gets lost most of the times!,2
370,Bad quality,Not good,2
371,Not good,Average,2
372,Moderate,"I like Boat as a brand. Bought a handsfree for 500 and was awesome. Had a small problem and customer service immediately replaced it. But when it comes to this watch, the display is too small. Picture misleads since its all black. The UI/UX has to be improved a lot. Gets disconnected and needs to pair everytime we switch of/on bluetoth on phone. Most importantly doesn't display notifications for SMS messages and you need to agree sending the SMS messages to some china server even to get notifications which is absolute crap.. Finally this could just be my issue - this is the first time ever in the last 3 decades a watch strap has given me a allergy/skin rash..",2
373,Could be way better,"Don't waste money ,try clone watches",2
374,Not good,Calling late show very bad,2
375,Moderate,Waste of money,2
376,Could be way better,Product doesn't work properly. App doesn't work in the background due to which band gets disconnected automatically. They don't even respond to the issue.,2
377,Not good,Bluetooth connectivity issue is the there,2
378,Moderate,"This smart watch just for the name, poor quality.....",2
379,Could be way better,Connectivity gets lost most of the times!,2
380,Bad quality,Not good,2
381,Not good,Average,2
382,Moderate,"I like Boat as a brand. Bought a handsfree for 500 and was awesome. Had a small problem and customer service immediately replaced it. But when it comes to this watch, the display is too small. Picture misleads since its all black. The UI/UX has to be improved a lot. Gets disconnected and needs to pair everytime we switch of/on bluetoth on phone. Most importantly doesn't display notifications for SMS messages and you need to agree sending the SMS messages to some china server even to get notifications which is absolute crap.. Finally this could just be my issue - this is the first time ever in the last 3 decades a watch strap has given me a allergy/skin rash..",2
383,Could be way better,"Don't waste money ,try clone watches",2
384,Not good,Calling late show very bad,2
385,Moderate,Waste of money,2
386,Could be way better,Product doesn't work properly. App doesn't work in the background due to which band gets disconnected automatically. They don't even respond to the issue.,2
387,Not good,Activity problem Bluetooth not connected,2
388,Moderate,Basic... not accurate...,2
389,Could be way better,This product is graet but it's blood pressure feature works doesn't work better that is measured wrong data and cheat us,2
390,Moderate,"After a 15 days, when i try to connect it with mobile its keep restarting Everytime.",2
391,Slightly disappointed,The Bluetooth keeps getting disconnected.. So I don't receive call or message notifications. I need to pair the device again. Very limited watch faces.,2
392,Slightly disappointed,Worst disconnecting frequently. I am losing my acitivity record.,2
393,Could be way better,Not value for money,2
394,Expected a better product,No wallpaper picking up from gallery,2
395,Slightly disappointed,Connection issue,2
396,Could be way better,"Always show me wrong detils like BP,blood oxygen amd heart beat total wastage of money don't buy it",2
397,Slightly disappointed,Unable to connect with Samsung phone and had issue on software tooo.,2
398,Slightly disappointed,"It has no detail information about your steps it increases your steps even if you shake your hands
Also the sensor which light's the display after lifting your hand is too slow it takes time some times it don't even light up so disappointed bit.
Only 4 watch themes are available from boat you can't even download new...you have to adjust between that 4 faces very bad..",2
399,Could be way better,"Purchased 1 week back, Sensor not working.",2
400,Bad quality,"Inaccurate BP reading
Battery life is 3 days
Worst quality product from boAt
Poor mobile App",2
401,Could be way better,"Looks good but lots of technical glitches are there as below:

1. Very often get disconnected from the Mobile progear app.
2. Data does not Stored properly
3. Data synchronised issue always

I am using honor band-5 since last two years and have not found any of these issues.

Not a worthy buying looking at the price compare to honor-5",2
402,Bad quality,"After using 2 months it's not a good product
1.fake bp reading
2.fake reading after your step goal it's showing past readings of pre goal
3.very cheap glass used for face easily scratched
4.Cant connect.with google fit or any third party app
5.Not a perfect app from boat
Waste of money realme, and reshmi bands are.more accurate than",2
403,Not good,but not call recived,2
404,Moderate,"It's only a fitness band... U can operate any application from watch, can't pickup the call, message view also very basic. But health information provided very well and accurate.",2
405,Slightly disappointed,Super,2
406,Slightly disappointed,"Using this app for one month now. This is a blunt review without any prejudice. The watch is descent in this price range. Works fine and have a battery backup of upto 8-9 days. But, the worst thing is the boat app. The app is pathetic, doesn't work properly, restarts the app on every sync. Many a times your step counts will go back to previous count. Overall, not recommended until boat fixes the app.",2
407,Slightly disappointed,Unable to connect with Samsung phone and had issue on software tooo.,2
408,Slightly disappointed,"It has no detail information about your steps it increases your steps even if you shake your hands
Also the sensor which light's the display after lifting your hand is too slow it takes time some times it don't even light up so disappointed bit.
Only 4 watch themes are available from boat you can't even download new...you have to adjust between that 4 faces very bad..",2
409,Could be way better,"Purchased 1 week back, Sensor not working.",2
410,Bad quality,"Inaccurate BP reading
Battery life is 3 days
Worst quality product from boAt
Poor mobile App",2
411,Could be way better,"Looks good but lots of technical glitches are there as below:

1. Very often get disconnected from the Mobile progear app.
2. Data does not Stored properly
3. Data synchronised issue always

I am using honor band-5 since last two years and have not found any of these issues.

Not a worthy buying looking at the price compare to honor-5",2
412,Bad quality,"After using 2 months it's not a good product
1.fake bp reading
2.fake reading after your step goal it's showing past readings of pre goal
3.very cheap glass used for face easily scratched
4.Cant connect.with google fit or any third party app
5.Not a perfect app from boat
Waste of money realme, and reshmi bands are.more accurate than",2
413,Not good,but not call recived,2
414,Moderate,"It's only a fitness band... U can operate any application from watch, can't pickup the call, message view also very basic. But health information provided very well and accurate.",2
415,Slightly disappointed,Super,2
416,Slightly disappointed,"Using this app for one month now. This is a blunt review without any prejudice. The watch is descent in this price range. Works fine and have a battery backup of upto 8-9 days. But, the worst thing is the boat app. The app is pathetic, doesn't work properly, restarts the app on every sync. Many a times your step counts will go back to previous count. Overall, not recommended until boat fixes the app.",2
417,Not good,"I used this watch for 3 months and writing this review. First 2 months i found no issues and it was good. Now after 3 months of usage, watch is getting restarted when trying to sync and loosing the data. Step count is getting reset to some random number after it gets restarted. I use the device only during walking and after which it gets restarted when i am trying to sync the data. Not just once but 3-4 time it gets restarted in a day and data gets lost.",2
418,Slightly disappointed,"Heart beat detector is highly inaccurate.
Same for step calculator. Got 49 steps without step down from bed.
BP monitor was also inaccurate.

Battery was also fluctuating",2
419,Not good,Bad,2
420,Expected a better product,Battery back up is too bad,2
421,Bad quality,Average clock faces not many options. Worst is the steps calculation. Sometime when I am walking it still gives me an alarm of sedentary sitting. Moreover steps are not correct unless I really move my hand properly. At this price I think that is what you can expect but something not expected from boat.,2
422,Could be way better,Not ok fancsan,2
423,Slightly disappointed,Customized screen option not available.. Only limited wallpaper.,2
424,Moderate,"Boat need more upgradation to their product though design was very good, but monitoring of sleeping hours is very very poor and step counter calorie burn per session isn't available
U have to check boat app in ur phone for every single detail which is also not up to the mark
Boat is nice initiative but they have to work very hard progressive to stay in race of smart watches",2
425,Bad quality,"It's kind of ""ok"" for this price range. The real problem is: you pair your watch a number of times in a day, as it get disconnected every now and then.",2
426,Slightly disappointed,Battery backup not satisfactory,2
427,Bad quality,Good for kids only to play with.,2
428,Bad quality,"Not satisfied.it count steps while travelling in vehicle also.not accurate.
Whenever you sync with mobile,it will start the activity from 0.
Very much disappointed,waste of money",2
429,Not good,"When you put the find my device on...it just vibrates... don't ring the fone
please also check the rating of boat progear application on Playstore too..
it's dustbin.. It keeps disconnected after sometime..
Just don't want to do All the process again..
and like it's design so just keeping it now..",2
430,Moderate,Belt is weak,2
431,Bad quality,This is not working properly 🥺,2
432,Slightly disappointed,Connectivity very bad,2
433,Moderate,"Not worth buying as the step count and sleep measurement will be incorrect due to the tolerance time set in the device. While other similar products use heart rate drop to measure sleep pattern, this uses movement pattern to track sleep. If a person twists and turns in sleep, it won't be considered as sleeping. It ""assumes"" that a person takes an hour to go to sleep. That is just an stupid assumption. It could have used heart rate drop for the sleep monitoring. Go for mi band or honor band instead which will provide better data.",2
434,Expected a better product,Battery worsted,2
435,Slightly disappointed,Not working properly,2
436,Bad quality,"You can't aad custom face watch, call can't be ignored, the ui is extremely bad.",2
437,Moderate,Very worst products waste filp kart noo product,2
438,Not good,Not good. Notifications not working on Android as well.,2
439,Not good,This product is very good for looking but bluetooth connectivity is not strong...,2
440,Could be way better,Connectivity problem,2
441,Expected a better product,Battery backups not as per mention. Its only 3 days. Notifications connectivity issue,2
442,Moderate,"Average display with good battery backup . No problem with these. Major problem is activity tracking which is 0/5 . Only heart rate works properly. Rest of them are disasters.also experienced some Bluetooth disconnecting problems. The main purpose of these watches are bp,heart rate,oxygen rate monitorings which are pure disasters.",2
443,Expected a better product,Not text massage,2
444,Not good,Normal,2
445,Slightly disappointed,It's ok type product,2
446,Bad quality,Very bad item,2
447,Moderate,Less accurate to be very honest.,2
448,Not good,Synchronize issue,2
449,Not good,Good design.. But can't pair with iphone..,2
450,Slightly disappointed,"Boat pro gear has issue, so no use, data do not sync properly, some times reduces the step count",2
451,Could be way better,"Spo2 is not working..
I got scared one day
When I noticed that my SPO2 level was showing 91% repeatedly.
I rushed to medical shop and purchased spo2 monitor..

Apart from this, it's good..
But don't expect SPO2..",2
452,Moderate,Calling notification was not at all working very disappointed.,2
453,Not good,Call alert problem,2
454,Not good,Money wast sum time bluetooth disconnect not buy,2
455,Slightly disappointed,The step counter is not up to the mark and the watch gets disconnected from the app every day. Had to return it.,2
456,Bad quality,"It’s not working proper
Restart again and again and call information not working proper",2
457,Bad quality,"Watch is not value for money.. No connectivity. No message notification. No control over music as claimed. Simply a watch with a touch screen.

for delivery, I can give 5 stars.
watch 1 star.
Watch Strap 0 stars.",2
458,Could be way better,"Health monitoring is not that much accurat..
Everytime getting different results..",2
459,Terrific,Nice I love this cherry,2
460,Expected a better product,Small display....touch is ok...,2
461,Slightly disappointed,"Not good, features are not user friendly",2
462,Not good,Very slow vibration 📳. sometimes call ring notification not coming,2
463,Bad quality,With in 15 day it's not detect heart rate,2
464,Bad quality,Getting skin rash after wearing for few hourse. Not goof plactic,2
465,Bad quality,Watch look is good but call notifications are not coming and messages notifications are coming after long time,2
466,Bad quality,Worst,2
467,Moderate,"Not upto the mark. Once a band is out of the range of phone then it doesn't reconnected automatically after bring the band near to phone. Everytime you need to synchronise. Moreover there is no option for touch-wake-up screen, everytime you need to press the button then only screen wakes up, Wrist rise-up wake sceern is not so sensitive, it takes some time to display. Moreover all time on display option is also not available.",2
468,Slightly disappointed,"Smart Watch device is ok. The key feature someone will look at is in terms of different analysis the app can provide using data captured by it and the user interface. Device and App always goes hand in hand....

Boat ProGear app is not up to the mark....it requires lots of improvement...

This looks very basic and it's pulling the value of device down. I'm a big fan of boAT and hoping to see improvement in app in the net release....",2
469,Not good,That's not good,2
470,Moderate,Oxygen leval don't count properly,2
471,Expected a better product,Very disappointed,2
472,Slightly disappointed,When I coneect it from phone it affects my phone battery I don't know why.. I also replaced this product but again I faced same prblm,2
473,Could be way better,After 1 day notification not show.,2
474,Bad quality,Connectivity issue,2
475,Could be way better,Super Watch,2
476,Expected a better product,No use of all the sports mode and don't show the real step counter but automatically steps added to it. Bad product for those who purchase it for the sports mode.,2
477,Expected a better product,"Not that good. Sleep tracking is not good.
Customize wallpaper option is not coming.
Screen is very scratch prone. Got scratched.",2
478,Slightly disappointed,"It is good
but
Not feeling great.
Screen wake up is toooooooooooo slow and sometimes it doesn't wake.",2
479,Good choice,Super,2
480,Not good,"This is not a smart watch .. this is just an upgraded health band ..
Even the BP readings are not correct..
Face opetions are very less and very cheap look .

Overall u wana buy a good looking health band u can have it ..",2
481,Expected a better product,Poor features,2
482,Expected a better product,"Firstly u don't pick call on watch .
And secondly screen wallpaper blur.
Not a right use of money",2
483,Moderate,No call option in this product,2
484,Could be way better,"Screen size is too small
Worst support from flipcart",2
485,Bad quality,it was gud but its was failed,2
486,Could be way better,Looks well but performance not upto the mark.need accuracy,2
487,Not good,It’s very bad product. It’s rebooting while sync to boat application.,2
488,Expected a better product,"We are not getting face
watch",2
489,Could be way better,Don't buy this watch. Though it looks good given it's specs and price but the app is worst. The app doesn't maintain your regular progress. Sleep tracking is irregular. After walking 10km when you connect your watch to app the reading gets reset to 1-2 km. Go for Mi band. Don't waste your money on it,2
490,Moderate,Notification not show in watch,2
491,Not good,"Synchronisation issue...
Hence returned back",2
492,Moderate,Just like a health band....,2
493,Moderate,"Product is not good as keep on hanging and various health monitoring features do not give accurate reading, even walking steps keeps on increasing with every movement of hand.",2
494,Bad quality,Bluetooth activities not good 2 mis only activity then 🚫,2
495,Expected a better product,Not worth the money,2
496,Bad quality,It's working not good,2
497,Could be way better,Connecting problem,2
498,Bad quality,Boat app doesn't feature upload other apps...,2
499,Expected a better product,It's connectivity is not too good,2
500,Expected a better product,"Not worth, the readings are inaccurate not even near to the actual reading. My BP is 129/94 however the watch shows 100/88 regardless of how I am wearing.
Same with the Oxygen monitor and Heart rate. It doesn’t sync with Apple health as well",2
501,Not good,It's always disconnecting from mobile,2
502,Slightly disappointed,"Loosing connectivity in regular intervals, most of the time watch reboots while synchronize, when it restart previous data get lost, it has been week but still face watches not uploaded, also the app needs some improvement in pro gear application.... Needs to make it attractive and user friendly.",2
503,Slightly disappointed,"It has not more function like camera , calling system , calculator , music etc. It it expensive but it has not been a good function.",2
504,Bad quality,"side cotton is not working
next time i dont buy any product from flipkart i m not happy with u",2
505,Expected a better product,"Every time have to pair with Bluetooth,
,ones battery down 40% have to press batton to see the time",2
506,Could be way better,Not good quality,2
507,Bad quality,Battery Life 15 days,2
508,Moderate,Worst I'm not getting custom face option,2
509,Moderate,"Overpriced for a cheap Chinese product, sync s bad",2
510,Bad quality,Using after 4 months it's not working properly it's totally rubbish,2
511,Could be way better,Battery backup varishth too bad,2
512,Expected a better product,Expecting bp monitor,2
513,Moderate,I'm very disappointed this product 😔,2
514,Could be way better,Software issue is in both realme watch and boat storm both,2
515,Bad quality,"Very less features, not accurate results even for steps ,
Why BP monitor given still not able to understand as never given correct result.
Overall not value for money",2
516,Not good,This watch with Pro gear not properly work...,2
517,Could be way better,Display quick scratch by any material,2
518,Moderate,Screen quality are not good,2
519,Not good,Get disconnected ... And didn't cnnct again after trying many times,2
520,Slightly disappointed,Hi all iam using boat storm watch last 45 days before updating watch normally working after update Whenever iam opening app it's automatically rebooting watch it's 🔁 2or 3 times rebooting iam really disappointed,2
521,Bad quality,Display look like for a small kid's,2
522,Expected a better product,Battery backup and Connectivity ie bad.....,2
523,Expected a better product,"Issues with sports activity tracking...If I start bike mode from watch it will not show distance convered, only time is tracked. While, if I start mode from application, it will track distance but only upto 0.4 miles....after that it remains same.",2
524,Slightly disappointed,"Its not a good product
Its only waste of money",2
525,Could be way better,Product is not good.display is too small and it looks like a kids watch,2
526,Slightly disappointed,Bluetooth connect problem,2
527,Expected a better product,"Not good product . SMS alert call alert are not coming. Daily you will not check BP , heart rate and blood oxygen. The important thing is call alert and sms alert while you are driving and playing sports that are not coming hardly 1 out of 10 call alert we are getting in this. only show piece in this price. buy a good watch that fulfill your need do not go for the cheap one.",2
528,Bad quality,Poor battery life also bluetooth auto disconnect,2
529,Expected a better product,Waste of money,2
530,Moderate,Don't buy this product,2
531,Expected a better product,"The distance tracking is completely off(even after updating the firmware twice since purchase).
Boat you let me down!",2
532,Moderate,App doesn’t provide adequate sports data. E.g cycling app doesn’t show the speed and elevation gained.,2
533,Slightly disappointed,not good at all every time you refresh it delete the previous data.It will never show the exact data.,2
534,Not good,"Worst packaging ever, but product is good.",2
535,Expected a better product,"It blood pressure, heart meter was a lie",2
536,Could be way better,Dile is very small some time we can't see all details in that.,2
537,Expected a better product,It has very low feature,2
538,Expected a better product,Very slow,2
539,Moderate,After 20days Heart rate bpm is not working...😡,2
540,Could be way better,Calling accepted system not available in product and difficult product,2
541,Expected a better product,"style is good,battery performance is 6 days.but heart rate and bp shows wrong",2
542,Bad quality,Not Good waste of money,2
543,Not good,connectivity problem continuously,2
544,Moderate,"Battery life is not as they've said, hardly 5 days and maybe upto 10 days on standby. Rest is good with the watch.",2
545,Slightly disappointed,Bettery backup is very poor,2
546,Could be way better,Not pairing properly and doesn't show any notifications,2
547,Moderate,Tamprory not a royal,2
548,Moderate,App has so many bugs please please please please don't,2
549,Moderate,Good but it has to improve the boat storm,2
550,Slightly disappointed,Not giving an call notification,2
551,Bad quality,"It looks good on hand.. but its not accurate and after 8k steps it starts from 1st.. the count which is calcualted is reset.
I have used MI band which is better than this..
How did I calculate is when i used MI it used to show me some steps count for a particular distance.. boat smart watch is showing almost double the count for the same distance",2
552,Moderate,Waste Product..,2
553,Could be way better,"Ok ok watch... But price is low so cant expect more... Sync of watch to mobile is the issue.. It is getting failed to sync at 70%.. After restarting of mobile and watch, it get sync properly but in this sometimes lose the data of activity of that day... Looks nice and giving only some variance in steps count..
Need to improve GUI nd easy tracking of feature provided.",2
554,Could be way better,Not have much option and not easy to calibrate with mobile,2
555,Not good,"Health care is not appropriate.
Oxygen level, Blood Pressure are not showing appropriate results.
Display and battery backup is okay",2
556,Slightly disappointed,When it is syn. With app getting sync. Fails and watch getting switch off. Bluetooth disconnecting again and again hats of this watch,2
557,Could be way better,Blood pressure not showing accurate.,2
558,Expected a better product,Writing this review after 2 month usage. This watch have heating issues. If you wear continuously you will get red rashes on ur wrist. The sensor of this watch having heating issues. Dt could be dangerous bin long run.,2
559,Moderate,"boat pro gear app is very bad
problem facing in update software in pro gear",2
560,Slightly disappointed,Not getting any call alerts,2
561,Bad quality,My mobile phon calls in coming out going not show my watch,2
562,Not good,After 10 days not working,2
563,Moderate,"Watch is good, but the app isn't, the vibration is very low for incoming calls alert, facing disconnection problem regularly.",2
564,Bad quality,Connectivity issue,2
565,Slightly disappointed,"1.Disconnecting automatically
2.If you reboot devide u will loose ur sports record
3.No option to Add watch faces
4.Bettery is not up to the mark",2
566,Could be way better,"Battery backup is not so good... health tracking is the worst part.... suppose you aren't wearing this watch and still it will give you a notification like ""take activity""... isn't it funny??? It's really not a user friendly product.....while using stopwatch, you can not minimize it....you have go back completely.... Truly unsatisfied......",2
567,Expected a better product,It's display is too small not as showing in image. Function is also slow,2
568,Expected a better product,"Worst tracking, losing all data when it sinks, not showing all activities.",2
569,Moderate,not so gd,2
570,Bad quality,Waste money,2
571,Could be way better,BP showing wrong,2
572,Moderate,If you wearing this watch for full day and connect to the app but its not showing all the notification.,2
573,Expected a better product,"No charger with watch
Very disappointed",2
574,Slightly disappointed,dont like it,2
575,Not good,Functing problems.. I'm not satisfied,2
576,Not good,"Looks Good, Average battery backup... The Main thing is Activity track is more inaccurate... You can just buy to show off... nothing morethan that... waste of money... and the flipkart won't return the product... worst experience with flipkart...",2
577,Could be way better,"Convecty issu and no ato runing and walking mood .
Watch disconnect automatic",2
578,Not good,"Still have to improve too much, the built quality isn't that great, okey good enough for the age of 13-15years.",2
579,Not good,"Watch is good looking. Features are also good.
When it comes to analyse data, you need to sync with application on mobile. And now trouble starts.
Activity data is not sync.
Every time you sync, all set functions( alerts, notifications) are rest to factory setting.
Each time you sync, data from watch is disappeared.
So problem is not with watch but it’s application on play store.

There are multiple reviews to upgrade the app.
Boat need to seriously look at those and remove bugs.
If that is done, the watch is best at given price.",2
580,Not good,BP is not accurate and whenever we synchronize the data the old records are vanishing..,2
581,Moderate,Purchased at 1999. It is not very good. Display quality poor. Will again write another review after some uses,2
582,Bad quality,Not working proper,2
583,Moderate,Over glass look is unsafe to use it because if going somewhere it's got scratch on display 🙄,2
584,Expected a better product,Slot 5 is not like very bad,2
585,Bad quality,"My smartwatch Activities were not up to the mark, and backside black square leaves mark on wrist.",2
586,Expected a better product,Poor connectivity,2
587,Not good,Call notiDelivery boy behavior is very bad,2
588,Slightly disappointed,😡😡😡 very bad product I am not happy,2
589,Not good,No much features. Wrong steps are counted,2
590,Moderate,Bluetooth not work properly,2
591,Moderate,Very bad,2
592,Could be way better,"Poor display quality
Poorly designed app",2
593,Expected a better product,Display is a very small,2
594,Bad quality,The reading are not at all correct,2
595,Could be way better,The watch is good looking but most of the features are only showpiece. They are not working accurately. If you want a smart watch for watching the time then it is okey for you. Don't expect more from this watch.,2
596,Not good,Sensors are not working properly,2
597,Not good,Display size is small,2
598,Could be way better,Not good,2
599,Bad quality,Synchronizing problem,2
600,Expected a better product,Not working properly.... watch are hang during the upgradation process.,2
601,Bad quality,It's a bad item,2
602,Expected a better product,Activity tracker is very bad,2
603,Expected a better product,No feature I don't like it,2
604,Moderate,Bad,2
605,Could be way better,Build quality bad,2
606,Expected a better product,It's not smart watch. You can't connect with your phone for any notifications or call alert. It is as good as other activity trackers,2
607,Bad quality,Not good,2
608,Slightly disappointed,"Only a namesake does the fitness tracking, not at all accurate",2
609,Expected a better product,Nice watch but sensors slow this watch,2
610,Slightly disappointed,"Didn't like the interface, many bugs. Not getting what's msg notifications",2
611,Slightly disappointed,Return the item after usage of 2 days. Battery drain to fast and automatically disconnected with mobile while I turn off the mobile screen. Bad experience,2
612,Not good,Not satisfied,2
613,Slightly disappointed,Call does not receive some time very pore device,2
614,Slightly disappointed,"Not good
Screen size very small
Connecting problam
Performance not good",2
615,Expected a better product,"1. Bluetooth connectivity is not good, connectivity is distrupted .
2. Dail Faces are very few
3. No Dailing facility",2
616,Not good,Not that accurate performance,2
617,Could be way better,I received damge item,2
618,Not good,accuracy and ratio issue,2
619,Expected a better product,Connectivity problem too high,2
620,Not good,Calling faculty not available,2
621,Slightly disappointed,watch was good but it didn't synchronize with phone. i tried two different mobiles and install boat pro app many times but alas no progress. disappointing!,2
622,Moderate,Screen size is small and it is not so ideal for men,2
623,Bad quality,This watch is too good but connectivity is too poor not satisfied,2
624,Moderate,Bed experience,2
625,Moderate,"The watch showing blood pressure,and blood oxyzon calculation sensors not showing perfect.each time different figors.",2
626,Could be way better,Connection issues,2
627,Could be way better,Its look like an basic smart watch. Its performance is poor,2
628,Bad quality,Bad product,2
629,Expected a better product,"Battery backup 8days 5star
Activity tracking 2star
BP checkup 4star
Heart rate 4star

App connection and sync it waste it's only I am hated this product.
It is better for looking time n date.",2
630,Moderate,Sensor and tracking is not up to the mark,2
631,Expected a better product,Working condition very bad,2
632,Bad quality,"notification system is not perfect
Message replacement is very important please improve device watch battery improvement is very important",2
633,Could be way better,We can't trust on data observed by this.,2
634,Not good,"Connectivity problem and not accurate to count steps and heartbeat,",2
635,Bad quality,Bad product totaly money west,2
636,Expected a better product,"Incoming call Notification not working properly, after received 1or 2 Notification it will auto stop showing Notification.

Sleep sensor also not working.

That's why Boat provide this watch under 3k

Show off type product",2
637,Moderate,It's for child,2
638,Expected a better product,Charging very bad,2
639,Moderate,Returned the product after couple of days usage due to frequent bluetooth disconnection.,2
640,Slightly disappointed,Good watch but very poor and bad blutooth connectivity,2
641,Moderate,"No accuracy on BP ,stepcount,social media not a good product",2
642,Not good,Phone chontada houni,2
643,Could be way better,Specification and functions not good,2
644,Bad quality,Display small,2
645,Expected a better product,Music changing options literally laag and sometimes it's not work,2
646,Could be way better,"Every time it gets disconnected automatically. and you will have to connect it again which is very disappointing
. heart rate sensor and blood pressure measure is worst. it will never tell you the correct reading. as it is setted to show you the normal reading making fool of us.",2
647,Slightly disappointed,Very bad,2
648,Moderate,Thirdvlas product very poor quality,2
649,Slightly disappointed,Blood pressure not foot oxygen level not good,2
650,Could be way better,Not good,2
651,Expected a better product,"The app is pathetic.the device is restarted while synchronizing with app and the values are also reset to zero.After an hour of usage, my app shows the step count as zero only.very disappointed with boat.waste of money.worst service ever from Flipkart. Is there any possibility to give negative stars?",2
652,Expected a better product,Below my expectation.,2
653,Slightly disappointed,Everything is good But Sometimes Bluetooth automatically Disconnected Not much Friendly product ...,2
654,Bad quality,Not good,2
655,Could be way better,No calling,2
656,Not good,Heart Beat monitor not working...Bad experience,2
657,Moderate,If you are buying it for health monitoring like blood pressure and spo2 then I recommend not to buy it. It gives inaccurate readings.,2
658,Bad quality,This is small size,2
659,Not good,display quality is too bad only limited watch face available and watch theme is ok but not best and calling notification is so simple and no option to take a call by watch and it's disconnect with app automatically,2
660,Slightly disappointed,Small display screen,2
